Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Oi , ON , OIBR3 ," R$885,430 ",-,-," Alerta, Prejuízo ", Nível 1 , Comunicações , Telecomunicações , Telecomunicações ,-0.30,-390.6%,12.00,-0.40,0.10,1.44, R$-   ,-R$5.62 ,0.0%,0%,"-R$2,283,722 "," R$21,945,257 "," R$3,378,737 "," R$18,566,520 ",-9.61,11.38, Patrimônio Líquido Negativo ," R$7,794,076 "," R$6,376,709 "," R$2,748,264 "," R$769,735 "," R$5,516,953 "," R$1,613,212 ",-27%,"-R$1,010,760 ",-208%,43%,-313%,-6%,-7%,1.95,30/09/2022," R$298,622 "," 52,860 ", Liquidez Alta 
Oi , PN , OIBR4 ," R$885,430 ",-,-," Alerta, Prejuízo ", Nível 1 , Comunicações , Telecomunicações , Telecomunicações ,-0.60,-175.2%,12.00,-0.80,0.20,3.21, R$-   ,-R$5.62 ,0.0%,0%,"-R$2,283,722 "," R$21,945,257 "," R$3,378,737 "," R$18,566,520 ",-9.61,11.38, Patrimônio Líquido Negativo ," R$7,794,076 "," R$6,376,709 "," R$2,748,264 "," R$769,735 "," R$5,516,953 "," R$1,613,212 ",-27%,"-R$1,010,760 ",-208%,43%,-313%,-6%,-7%,1.93,30/09/2022," R$4,412 "," 2,778 ", Liquidez Moderada 
Cea Modas , ON , CEAB3 ," R$885,135 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,1069.60,0.1%,1.40,0.30,0.10,2.89, R$-   , R$0.00 ,0.0%,0%," R$3,000,195 "," R$2,150,832 "," R$1,674,091 "," R$476,741 ",0.72,0.50, Baixo Endividamento , - ," R$195,130 "," R$494,597 "," R$561,445 "," R$1,561,802 "," R$944,772 ",-," R$1,090,374 ",43%,70%,0%,4%,0%,1.73,31/12/2022," R$122,636 "," 45,333 ", Liquidez Alta 
Planoeplano , ON , PLPL3 ," R$854,483 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,8.40,11.9%,6.80,2.20,0.60,4.31, R$0.16 , R$0.51 ,3.7%,31%," R$383,684 "," R$465,236 "," R$191,167 "," R$274,069 ",1.21,1.18, Baixo Endividamento , - , - , - , - ," R$130,650 "," R$152,588 ",-," R$57,399 ",43%,105%,32%,9%,7%,-,30/09/2022," R$7,566 "," 3,911 ", Liquidez Moderada 
Ceb , PNB , CEBR6 ," R$805,181 ",-,-, Crescimento e Dividendos , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,4.10,24.3%,-,0.80,2.00,11.15, R$3.90 , R$2.71 ,34.9%,144%," R$962,556 ", R$-   ," R$514,814 ","-R$514,814 ",0.00,-, Empresa com Mais Caixa que Dívida ," R$257,579 "," R$136,673 ", - , - , - , - ,-," R$234,955 ",2%,N/D,13%,25%,20%,0.69,30/09/2022, R$302 , 107 , Liquidez Baixa 
Infracomm , ON , IFCM3 ," R$804,165 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-2.80,-36.0%,-,0.40,0.80,2.20, R$-   ,-R$0.79 ,0.0%,0%," R$1,515,786 "," R$586,572 "," R$262,082 "," R$324,490 ",0.39,-, Baixo Endividamento , - , - , - ," R$2,767 "," R$10,006 ", - ,-," R$57,636 ",2086%,N/D,-24%,-2%,-7%,-,30/09/2022," R$11,207 "," 10,194 ", Liquidez Alta 
Cristal , PNA , CRPG5 ," R$791,335 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,-,-,-,-,-,27.29, R$4.76 , R$3.65 ,17.4%,130%," R$911,266 "," R$11,407 "," R$154,854 ","-R$143,447 ",0.01,-1.25, Empresa com Mais Caixa que Dívida ," R$40,191 "," R$76,810 "," R$112,944 "," R$172,070 "," R$133,484 "," R$124,587 ",25%," R$105,251 ",38%,125%,12%,7%,9%,0.80,30/09/2022, R$729 , 178 , Liquidez Baixa 
Meliuz , ON , CASH3 ," R$787,081 ",0.0%,0.0%," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-23.80,-4.2%,-0.30,1.00,2.10,0.91, R$-   ,-R$0.04 ,0.0%,0%," R$776,485 ", R$181 ," R$486,576 ","-R$486,395 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - ,"-R$16,746 ","-R$7,224 "," R$10,582 ","-R$161,110 ",-,"-R$64,758 ",-243%,1427%,-11%,-72%,-6%,-,30/09/2022," R$159,182 "," 45,709 ", Liquidez Alta 
Sao Carlos , ON , SCAR3 ," R$761,764 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,-11.60,-8.6%,12.80,0.50,2.50,13.38, R$0.14 ,-R$1.16 ,1.1%,-12%," R$1,503,847 "," R$2,119,154 "," R$55,422 "," R$2,063,732 ",1.41,8.97, Baixo Endividamento ," R$380,621 "," R$342,308 "," R$341,122 "," R$191,799 "," R$254,708 "," R$202,812 ",-12%,"-R$35,121 ",-1849%,1079%,-4%,3%,-2%,1.05,30/09/2022," R$10,562 ", 377 , Liquidez Alta 
Quero-Quero , ON , LJQQ3 ," R$745,414 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,265.70,0.4%,3.40,1.40,0.30,3.98, R$-   , R$0.01 ,0.0%,0%," R$520,369 "," R$338,640 "," R$340,867 ","-R$2,227 ",0.65,-0.41, Empresa com Mais Caixa que Dívida , - , - ," R$82,615 "," R$88,453 "," R$162,460 "," R$197,134 ",-," R$164,308 ",40%,67%,1%,4%,0%,-,30/09/2022," R$76,805 "," 26,926 ", Liquidez Alta 
Kora Saude , ON , KRSA3 ," R$729,557 ",-,-," Alerta, Prejuízo ", Novo Mercado , Saúde , Serviços médico-hospitalares análises e diagnósticos , Serviços médico-hospitalares análises e diagnósticos ,-6.00,-16.8%,-,0.60,0.40,0.95, R$-   ,-R$0.16 ,0.0%,0%," R$1,192,960 "," R$2,477,207 "," R$437,245 "," R$2,039,962 ",2.08,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$183,761 ",-,N/D,-9%,4%,-2%,-,30/09/2022," R$1,737 "," 1,132 ", Liquidez Moderada 
Desktopsigma , ON , DESK3 ," R$715,593 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,15.40,6.5%,4.50,0.80,1.10,8.20, R$0.01 , R$0.53 ,0.2%,3%," R$920,907 "," R$878,731 "," R$100,442 "," R$778,289 ",0.95,1.96, Baixo Endividamento , - , - , - , - , - ," R$294,228 ",-," R$699,367 ",208%,1217%,6%,6%,2%,-,30/09/2022," R$5,901 "," 3,629 ", Liquidez Moderada 
Dexxos Par , ON , DEXP3 ," R$707,003 ",-,-, Crescimento , Nível 1 , Materiais básicos , Químicos , Petroquímicos ,5.30,18.7%,3.90,1.30,0.30,7.62, R$0.38 , R$1.43 ,5.1%,27%," R$555,602 "," R$317,862 "," R$163,807 "," R$154,055 ",0.57,0.62, Baixo Endividamento ," R$14,194 "," R$116,613 "," R$118,874 "," R$65,215 "," R$68,841 "," R$247,013 ",77%," R$86,733 ",-10%,-33%,29%,15%,12%,1.39,30/09/2022," R$3,666 "," 1,589 ", Liquidez Moderada 
Valid , ON , VLID3 ," R$649,068 ",-,-, Dividendos , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,21.60,4.6%,3.20,0.50,0.30,8.05, R$0.26 , R$0.37 ,3.3%,71%," R$1,273,442 "," R$1,106,080 "," R$345,447 "," R$760,633 ",0.87,1.62, Baixo Endividamento ," R$281,283 "," R$225,343 "," R$206,652 "," R$269,750 "," R$265,719 "," R$446,530 ",10%," R$406,822 ",27%,73%,2%,9%,1%,1.19,30/09/2022," R$10,467 "," 6,445 ", Liquidez Alta 
Syn Prop Tec , ON , SYNE3 ," R$616,682 ",-,-, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,0.50,199.5%,1.50,0.40,0.30,4.04, R$0.52 , R$8.06 ,13.0%,7%," R$1,550,464 "," R$1,045,456 "," R$144,913 "," R$900,543 ",0.67,0.38, Baixo Endividamento ," R$285,920 "," R$319,699 "," R$523,105 "," R$256,920 "," R$323,962 "," R$1,632,091 ",42%," R$2,628,217 ",19%,775%,44%,28%,31%,0.76,30/09/2022," R$5,783 "," 4,653 ", Liquidez Moderada 
Eternit , ON , ETER3 ," R$602,228 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Bens industriais , Construção e engenharia , Produtos para construção ,4.40,22.8%,2.90,0.90,0.50,9.75, R$1.00 , R$2.23 ,10.3%,45%," R$676,188 "," R$84,591 "," R$36,852 "," R$47,739 ",0.13,-0.14, Baixo Endividamento ," R$131,544 "," R$31,338 ","-R$192,897 ","-R$92,263 "," R$55,915 "," R$198,826 ",9%," R$128,451 ",178%,1027%,24%,14%,11%,2.10,31/12/2022," R$27,540 "," 13,323 ", Liquidez Alta 
Trisul , ON , TRIS3 ," R$588,225 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,10.20,9.8%,8.90,0.50,0.80,3.23, R$0.22 , R$0.32 ,6.8%,70%," R$1,250,421 "," R$680,724 "," R$226,906 "," R$453,818 ",0.54,3.67, Baixo Endividamento ," R$42,325 "," R$18,777 "," R$61,134 "," R$102,746 "," R$181,712 "," R$123,621 ",24%,"-R$194,003 ",0%,-4%,5%,4%,3%,1.56,30/09/2022," R$19,865 "," 9,295 ", Liquidez Alta 
Melnick , ON , MELK3 ," R$584,313 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.30,19.0%,5.20,0.50,0.60,2.89, R$0.21 , R$0.55 ,7.3%,38%," R$1,198,545 "," R$136,818 "," R$8,882 "," R$127,936 ",0.11,-2.16, Baixo Endividamento , - , - ," R$80,001 "," R$64,251 "," R$58,844 "," R$92,889 ",-,"-R$151,242 ",-10%,353%,12%,5%,7%,-,30/09/2022," R$6,347 "," 7,223 ", Liquidez Moderada 
Oceanpact , ON , OPCT3 ," R$570,312 ",-,-," Alerta, Prejuízo ", Novo Mercado , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Equipamentos e serviços ,-4.10,-24.4%,7.50,0.80,0.50,2.88, R$-   ,-R$0.70 ,0.0%,0%," R$751,063 "," R$1,166,311 "," R$74,515 "," R$1,091,796 ",1.55,4.89, Dívida Alta , - , - ," R$47,439 "," R$60,657 "," R$103,611 "," R$217,670 ",-," R$6,778 ",8242%,265%,-15%,0%,-6%,-,30/09/2022," R$5,556 "," 5,435 ", Liquidez Moderada 
Imc S/A , ON , MEAL3 ," R$556,614 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Hotéis e restaurantes , Restaurante e similares ,-6.10,-16.5%,18.40,0.50,0.20,1.95, R$-   ,-R$0.32 ,0.0%,0%," R$1,059,710 "," R$550,370 "," R$259,192 "," R$291,178 ",0.52,6.31, Baixo Endividamento ," R$37,063 "," R$44,198 "," R$108,533 "," R$102,804 "," R$128,423 "," R$46,175 ",4%," R$39,596 ",451%,475%,-8%,0%,-3%,1.83,30/09/2022," R$8,685 "," 9,163 ", Liquidez Moderada 
Grazziotin , PN , CGRA4 ," R$550,261 ",-,-, Crescimento e Dividendos , Tradicional , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,4.70,21.1%,3.00,0.70,0.80,28.40, R$3.38 , R$5.99 ,11.9%,56%," R$809,426 ", R$-   ," R$87,971 ","-R$87,971 ",0.00,-0.57, Empresa com Mais Caixa que Dívida ," R$49,501 "," R$52,777 "," R$61,228 "," R$59,839 "," R$112,509 "," R$153,526 ",25%," R$154,249 ",48%,162%,15%,9%,10%,0.50,30/09/2022, R$274 , 68 , Liquidez Baixa 
Alper S.A. , ON , APER3 ," R$509,191 ",-,-, Crescimento , Novo Mercado , Financeiro , Previdência e seguros , Corretoras de seguros e resseguros ,21.60,4.6%,-,1.10,-,26.03, R$0.07 , R$1.21 ,0.3%,6%," R$468,023 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$18,951 ",-,N/D,7%,,3%,1.18,30/09/2022," R$13,383 ", 431 , Liquidez Alta 
Renova , PN , RNEW4 ," R$506,452 ",-,-," Alerta, Baixo Crescimento ", Nível 2 , Utilidade pública , Energia elétrica , Energia elétrica ,1.30,76.0%,2.70,3.10,1.40,2.03, R$-   , R$1.54 ,0.0%,0%," R$160,679 "," R$974,377 "," R$76,008 "," R$898,369 ",6.06,1.70, Dívida Moderada ," R$558,685 ","-R$656,522 ","-R$776,113 ","-R$522,727 ","-R$546,429 "," R$526,500 ",-1%,"-R$390,734 ",200%,-4077%,,21%,9%,0.99,30/09/2022, R$320 , 378 , Liquidez Baixa 
Sequoia Log , ON , SEQL3 ," R$505,931 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-7.30,-13.7%,4.90,0.90,0.30,3.60, R$-   ,-R$0.49 ,0.0%,0%," R$537,366 "," R$710,454 "," R$67,450 "," R$643,004 ",1.32,2.74, Baixo Endividamento , - , - ," R$38,156 "," R$38,851 "," R$64,860 "," R$233,441 ",-," R$60,992 ",178%,72%,-12%,4%,-4%,-,30/09/2022," R$127,470 "," 39,686 ", Liquidez Alta 
Ser Educa , ON , SEER3 ," R$463,900 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-5.00,-20.1%,3.10,0.30,0.30,3.61, R$-   ,-R$0.72 ,0.0%,0%," R$1,363,922 "," R$750,929 "," R$226,051 "," R$524,878 ",0.55,1.59, Baixo Endividamento ," R$274,198 "," R$357,272 "," R$321,125 "," R$312,033 "," R$391,176 "," R$302,378 ",2%," R$131,918 ",296%,190%,-6%,2%,-3%,1.36,30/09/2022," R$12,550 "," 11,097 ", Liquidez Alta 
Tenda , ON , TEND3 ," R$462,934 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-0.70,-143.0%,-3.10,0.50,0.20,4.79, R$-   ,-R$6.85 ,0.0%,0%," R$843,680 "," R$1,517,154 "," R$27,656 "," R$1,489,498 ",1.80,-, Dívida Alta ," R$45,794 "," R$103,733 "," R$141,856 "," R$243,490 "," R$322,381 ","-R$411,011 ",-255%,"-R$133,410 ",-58%,137%,-45%,-11%,-16%,1.28,30/09/2022," R$100,515 "," 33,979 ", Liquidez Alta 
Allied , ON , ALLD3 ," R$447,461 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Eletrodomésticos ,6.10,16.5%,3.60,0.30,0.10,4.80, R$0.92 , R$0.79 ,19.3%,117%," R$1,512,194 "," R$635,140 "," R$103,301 "," R$531,839 ",0.42,1.97, Baixo Endividamento , - , - ," R$95,192 "," R$163,349 "," R$222,729 "," R$269,896 ",-," R$1,629,126 ",1%,23%,5%,6%,2%,-,30/09/2022, R$495 , 360 , Liquidez Baixa 
Espacolaser , ON , ESPA3 ," R$430,093 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,-28.90,-3.5%,6.80,0.40,0.40,1.19, R$-   ,-R$0.04 ,0.0%,0%," R$684,239 "," R$884,256 "," R$74,486 "," R$809,770 ",1.29,4.42, Baixo Endividamento , - , - ," R$64,215 "," R$104,684 "," R$217,771 "," R$183,052 ",-,"-R$14,632 ",-1591%,336%,-2%,5%,-1%,-,30/09/2022," R$21,915 "," 15,857 ", Liquidez Alta 
Csu Digital , ON , CSUD3 ," R$424,246 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,6.20,16.1%,2.60,1.20,0.80,10.29, R$0.93 , R$1.66 ,9.1%,56%," R$362,819 "," R$87,677 "," R$86,589 "," R$1,088 ",0.24,0.01, Baixo Endividamento ," R$69,841 "," R$90,902 "," R$100,305 "," R$81,483 "," R$103,616 "," R$161,669 ",18%," R$118,252 ",48%,93%,21%,17%,12%,1.05,30/09/2022," R$6,396 "," 3,245 ", Liquidez Moderada 
Hbr Realty , ON , HBRE3 ," R$423,075 ",-,-, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,2.40,42.5%,4.90,0.20,3.20,4.10, R$-   , R$1.74 ,0.0%,0%," R$1,885,333 "," R$1,094,554 "," R$40,483 "," R$1,054,071 ",0.58,2.22, Baixo Endividamento , - , - ," R$141,568 "," R$244,499 "," R$325,569 "," R$339,331 ",-," R$301,912 ",205%,80988%,10%,6%,5%,-,30/09/2022, R$508 , 216 , Liquidez Baixa 
Trevisa , PN , LUXM4 ," R$422,954 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Bens industriais , Transporte , Transporte hidroviário ,50.00,2.0%,11.70,3.90,3.10,-, R$0.70 , R$1.63 ,0.9%,43%," R$107,812 "," R$11,047 "," R$12,583 ","-R$1,536 ",0.10,-0.04, Empresa com Mais Caixa que Dívida ," R$24,966 "," R$30,028 "," R$28,803 "," R$31,684 "," R$34,866 "," R$36,171 ",8%," R$27,404 ",122%,215%,8%,11%,6%,0.06,30/09/2022, R$329 , 34 , Liquidez Baixa 
Moura Dubeux , ON , MDNE3 ," R$415,809 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,3.80,26.4%,3.20,0.40,0.60,4.99, R$-   , R$1.32 ,0.0%,0%," R$1,171,406 "," R$104,801 "," R$179,173 ","-R$74,372 ",0.09,-1.33, Empresa com Mais Caixa que Dívida ," R$156,570 "," R$3,619 "," R$107,231 ","-R$45,243 "," R$93,149 "," R$91,375 ",-10%," R$81,934 ",18%,294%,10%,3%,4%,1.67,30/09/2022," R$4,542 "," 2,469 ", Liquidez Moderada 
Gafisa , ON , GFSA3 ," R$399,168 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-9.60,-10.4%,14.50,0.20,0.30,7.80, R$-   ,-R$0.81 ,0.0%,0%," R$1,741,484 "," R$2,225,157 "," R$19,793 "," R$2,205,364 ",1.28,11.68, Baixo Endividamento ," R$163,706 ","-R$442,370 ","-R$832,098 ","-R$341,216 "," R$24,427 "," R$140,336 ",-3%,"-R$423,717 ",-70%,916%,-2%,2%,-1%,1.60,30/09/2022," R$116,786 "," 18,127 ", Liquidez Alta 
Profarma , ON , PFRM3 ," R$396,034 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,4.50,22.0%,4.80,0.30,0.10,3.23, R$0.17 , R$0.71 ,5.4%,24%," R$1,205,210 "," R$690,964 "," R$116,521 "," R$574,443 ",0.57,2.14, Baixo Endividamento ," R$74,650 "," R$95,666 "," R$20,204 "," R$88,646 "," R$96,324 "," R$267,999 ",29%," R$119,388 ",10%,28%,7%,6%,2%,0.93,30/09/2022," R$2,436 "," 3,329 ", Liquidez Moderada 
TC , ON , TRAD3 ," R$394,318 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-7.80,-12.9%,-3.00,0.70,4.10,1.41, R$0.00 ,-R$0.18 ,0.0%,0%," R$571,473 "," R$5,512 "," R$176,607 ","-R$171,095 ",0.01,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - ,"-R$62,735 ",-,"-R$62,065 ",-286%,1096%,-8%,-14%,-8%,-,30/09/2022," R$6,592 "," 5,047 ", Liquidez Moderada 
Mitre Realty , ON , MTRE3 ," R$391,367 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,10.70,9.3%,12.20,0.40,0.60,3.70, R$0.33 , R$0.34 ,8.9%,95%," R$995,189 "," R$472,488 "," R$316,397 "," R$156,091 ",0.47,3.43, Baixo Endividamento , - ," R$3,291 ",-R$213 ," R$23,009 "," R$43,729 "," R$45,542 ",-,"-R$389,393 ",-4%,335%,4%,2%,2%,1.60,30/09/2022," R$6,570 "," 7,493 ", Liquidez Moderada 
Wdc Networks , ON , LVTC3 ," R$369,622 ",-,-, Crescimento e Dividendos , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,16.10,6.2%,0.80,0.60,0.30,5.80, R$0.17 , R$0.36 ,3.0%,48%," R$647,794 ", R$-   ," R$152,470 ","-R$152,470 ",0.00,-0.59, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$257,295 ",-,"-R$10,520 ",-2058%,129%,4%,6%,1%,-,31/12/2022," R$4,328 "," 3,860 ", Liquidez Moderada 
Riosulense , PN , RSUL4 ," R$361,608 ",-,-, Crescimento , Tradicional , Bens industriais , Material de transporte , Material rodoviário ,5.60,17.8%,3.40,2.90,0.90,60.89, R$1.99 , R$10.83 ,3.3%,18%," R$124,136 "," R$11,306 ", R$68 ," R$11,238 ",0.09,-0.18, Baixo Endividamento ," R$5,566 "," R$16,103 "," R$25,468 "," R$31,854 "," R$35,540 "," R$100,817 ",78%," R$36,082 ",54%,318%,94%,30%,19%,-0.08,30/09/2022, R$518 , 74 , Liquidez Baixa 
Pine , PN , PINE4 ," R$354,238 ",-,-, Crescimento , Nível 2 , Financeiro , Intermediários financeiros , Bancos ,8.10,12.4%,-,0.40,-,1.90, R$0.06 , R$0.23 ,3.2%,26%," R$868,979 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-,"-R$127,727 ",-,N/D,5%,,0%,1.40,31/12/2022," R$1,366 ", 741 , Liquidez Moderada 
Biomm , ON , BIOM3 ," R$351,976 ",-,-," Alerta, Prejuízo ", Bovespa Mais , Saúde , Medicamentos e outros produtos , Medicamentos e outros produtos ,-3.10,-32.1%,-5.90,2.60,3.10,4.33, R$-   ,-R$1.39 ,0.0%,0%," R$121,364 "," R$168,612 "," R$17,035 "," R$151,577 ",1.39,-, Baixo Endividamento ,"-R$2,652 ","-R$32,235 ","-R$34,926 ","-R$34,934 ","-R$47,994 ","-R$78,585 ",97%,"-R$66,813 ",-10%,55%,-71%,-22%,-29%,0.74,30/09/2022, R$331 , 502 , Liquidez Baixa 
Pettenati , PN , PTNT4 ," R$337,130 ",-,-, Crescimento e Dividendos , Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Fios e tecidos ,9.20,10.9%,5.20,0.80,0.30,6.20, R$0.32 , R$0.68 ,5.1%,47%," R$359,626 "," R$271,957 "," R$118,314 "," R$153,643 ",0.76,1.44, Baixo Endividamento ," R$58,376 "," R$62,195 "," R$73,782 "," R$59,981 "," R$74,000 "," R$106,818 ",13%," R$59,603 ",143%,309%,15%,9%,7%,0.42,31/12/2022, R$478 , 147 , Liquidez Baixa 
Mobly , ON , MBLY3 ," R$306,691 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-3.40,-29.2%,-,0.50,0.50,2.88, R$-   ,-R$0.84 ,0.0%,0%," R$570,425 "," R$175,296 "," R$219,589 ","-R$44,293 ",0.31,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - , - ,-,"-R$40,275 ",-,N/D,-14%,-11%,-10%,-,30/09/2022," R$14,454 "," 7,154 ", Liquidez Alta 
Priner , ON , PRNR3 ," R$296,866 ",-,-, Crescimento , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,7.90,12.7%,3.40,1.20,0.40,8.00, R$0.30 , R$1.01 ,3.7%,29%," R$257,316 "," R$137,994 "," R$91,538 "," R$46,456 ",0.54,0.31, Baixo Endividamento ," R$24,193 "," R$21,577 "," R$4,677 "," R$29,778 "," R$27,464 "," R$108,897 ",35%," R$59,314 ",95%,233%,25%,17%,10%,1.04,30/09/2022," R$4,468 "," 1,813 ", Liquidez Moderada 
Estapar , ON , ALPK3 ," R$293,560 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-1.70,-57.5%,-,0.60,0.30,1.37, R$-   ,-R$0.79 ,0.0%,0%," R$459,504 "," R$1,391,462 "," R$118,342 "," R$1,273,120 ",3.03,-, Dívida Alta , - , - , - , - , - , - ,-," R$355,207 ",-,N/D,-32%,2%,-6%,1.71,30/09/2022," R$1,219 "," 3,554 ", Liquidez Moderada 
Neogrid , ON , NGRD3 ," R$274,228 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,19.50,5.1%,-,0.60,1.00,1.20, R$0.01 , R$0.06 ,1.2%,24%," R$457,956 "," R$66,690 "," R$69,759 ","-R$3,069 ",0.15,-, Empresa com Mais Caixa que Dívida , - , - ," R$17,579 "," R$28,905 "," R$44,929 ", - ,-,"-R$10,670 ",-17%,N/D,3%,-1%,2%,-,31/12/2022," R$2,136 "," 2,577 ", Liquidez Moderada 
Banese , PN , BGIP4 ," R$269,018 ",-,-, Crescimento e Dividendos , Tradicional , Financeiro , Intermediários financeiros , Bancos ,3.60,28.1%,-,0.50,-,17.60, R$2.47 , R$4.94 ,14.0%,50%," R$595,556 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$460,689 ",-,N/D,11%,,1%,0.25,31/12/2022, R$433 , 129 , Liquidez Baixa 
Helbor , ON , HBOR3 ," R$266,715 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.00,20.2%,18.00,0.20,0.30,2.01, R$0.18 , R$0.41 ,9.0%,45%," R$1,361,989 "," R$1,614,711 "," R$120,061 "," R$1,494,650 ",1.19,10.66, Baixo Endividamento ," R$115,796 ","-R$61,901 ","-R$244,042 ","-R$305,448 "," R$22,182 "," R$122,942 ",1%,"-R$163,982 ",-175%,1274%,5%,2%,2%,1.77,30/09/2022," R$12,180 "," 15,134 ", Liquidez Alta 
Rni , ON , RDNI3 ," R$253,218 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,14.70,6.8%,19.30,0.40,0.40,6.00, R$0.06 , R$0.41 ,1.0%,14%," R$638,829 "," R$604,786 "," R$58,579 "," R$546,207 ",0.95,12.81, Baixo Endividamento ," R$17,859 ","-R$59,877 ","-R$73,923 ","-R$28,044 "," R$12,972 "," R$42,655 ",19%,"-R$116,023 ",-5%,129%,4%,1%,1%,0.63,30/09/2022, R$459 , 259 , Liquidez Baixa 
Cambuci , ON , CAMB3 ," R$242,583 ",-,-, Crescimento , Tradicional , Consumo cíclico , Tecidos vestuário e calçados , Calçados ,4.30,23.2%,3.40,1.40,0.60,5.78, R$0.19 , R$1.34 ,3.3%,14%," R$171,668 "," R$111,645 "," R$8,066 "," R$103,579 ",0.65,0.99, Baixo Endividamento ," R$45,608 "," R$16,775 "," R$26,333 "," R$35,953 "," R$45,098 "," R$99,511 ",17%," R$42,749 ",60%,248%,45%,19%,15%,0.80,31/12/2022," R$1,479 ", 444 , Liquidez Moderada 
