Dados Cadastrais ,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,2015,2016,2017,2018,2019,2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
Boa Safra , ON , SOJA3 ," R$1,464,254 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,-,-,-,2.20,-,12.50, R$0.04 , - ,0.3%,-," R$652,036 "," R$395,639 "," R$51,426 "," R$344,213 ",0.61,-, Baixo Endividamento , - , - ,"-R$1,431 "," R$12,340 "," R$45,477 ", - ,-, - ,-,N/D,,,,-,30/06/2022," R$8,390 "," 3,786 ", Liquidez Moderada 
Eletromidia , ON , ELMD3 ," R$1,449,951 ",-,-," Alerta, Prejuízo ", Novo Mercado , Comunicações , Mídia , Publicidade e propaganda ,-152.60,-0.7%,15.90,2.00,2.50,10.40, R$-   ,-R$0.07 ,0.0%,0%," R$735,970 "," R$668,434 "," R$117,858 "," R$550,576 ",0.91,4.09, Baixo Endividamento , - , - ," R$26,296 "," R$33,008 "," R$60,545 "," R$134,487 ",-," R$43,731 ",259%,127%,-1%,2%,0%,-,30/06/2022," R$6,127 "," 3,385 ", Liquidez Moderada 
Portobello , ON , PTBL3 ," R$1,402,821 ",-,-, Crescimento e Dividendos , Novo Mercado , Bens industriais , Construção e engenharia , Produtos para construção ,6.30,15.8%,4.60,3.10,0.70,9.95, R$1.04 , R$1.57 ,10.4%,66%," R$453,307 "," R$731,066 "," R$190,606 "," R$540,460 ",1.61,1.27, Dívida Moderada ," R$166,768 "," R$115,312 "," R$189,017 "," R$288,006 "," R$129,856 "," R$425,065 ",21%," R$292,792 ",51%,186%,56%,17%,10%,1.91,30/06/2022," R$27,191 "," 11,154 ", Liquidez Alta 
Agrogalaxy , ON , AGXY3 ," R$1,351,155 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,-68.70,-1.5%,5.30,1.10,0.10,8.07, R$0.17 ,-R$0.12 ,2.1%,-143%," R$1,255,444 "," R$1,749,238 "," R$390,362 "," R$1,358,876 ",1.39,2.59, Baixo Endividamento , - , - , - , - ," R$74,849 "," R$506,229 ",-,"-R$136,137 ",-178%,227%,-2%,10%,0%,-,30/06/2022," R$4,058 "," 2,843 ", Liquidez Moderada 
Emae , PN , EMAE4 ," R$1,329,353 ",-,-," Alerta, Baixo Crescimento ", Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,11.20,8.9%,29.20,1.70,2.50,35.98, R$1.43 , R$3.20 ,4.0%,45%," R$768,308 ", R$-   ," R$369,477 ","-R$369,477 ",0.00,-11.25, Empresa com Mais Caixa que Dívida ,"-R$19,072 "," R$4,474 "," R$115,388 "," R$6,666 "," R$40,621 "," R$32,844 ",-211%," R$73,963 ",143%,1820%,15%,1%,7%,0.87,30/06/2022, R$459 , 77 , Liquidez Baixa 
Wiz S.A. , ON , WIZS3 ," R$1,290,452 ",-,0.0%, Crescimento e Dividendos , Novo Mercado , Financeiro , Previdência e seguros , Corretoras de seguros e resseguros ,10.30,9.8%,-,3.40,1.60,8.07, R$0.59 , R$0.79 ,7.3%,75%," R$382,701 "," R$233,244 "," R$29,729 "," R$203,515 ",0.61,-, Baixo Endividamento ," R$156,138 "," R$209,920 "," R$268,037 ", - , - , - ,-," R$253,240 ",-,N/D,41%,16%,9%,0.98,30/06/2022," R$36,231 "," 16,846 ", Liquidez Alta 
Quero-Quero , ON , LJQQ3 ," R$1,264,208 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,48.60,2.1%,6.40,2.40,0.60,6.75, R$0.12 , R$0.14 ,1.8%,89%," R$525,828 "," R$364,019 "," R$142,400 "," R$221,619 ",0.69,0.69, Baixo Endividamento , - , - ," R$82,615 "," R$88,453 "," R$162,460 "," R$220,728 ",-,"-R$133,637 ",-58%,83%,5%,6%,1%,-,30/06/2022," R$68,024 "," 26,366 ", Liquidez Alta 
Bemobi Tech , ON , BMOB3 ," R$1,239,766 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,18.30,5.5%,5.20,1.20,1.10,14.13, R$0.20 , R$0.77 ,1.4%,26%," R$1,030,491 ", R$-   ," R$288,971 ","-R$288,971 ",0.00,-3.43, Empresa com Mais Caixa que Dívida , - , - , - ," R$81,159 "," R$81,310 "," R$143,735 ",-," R$44,256 ",527%,442%,7%,10%,5%,-,30/06/2022," R$23,964 "," 6,212 ", Liquidez Alta 
Even , ON , EVEN3 ," R$1,227,506 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,7.30,13.7%,7.80,0.60,0.60,5.94, R$0.07 , R$0.81 ,1.2%,9%," R$1,899,108 "," R$450,548 "," R$15,911 "," R$434,637 ",0.24,-2.02, Baixo Endividamento ," R$105,444 ","-R$14,863 ","-R$346,178 ","-R$148,174 "," R$182,861 "," R$204,720 ",14%,"-R$356,322 ",-4%,146%,10%,4%,4%,2.08,30/06/2022," R$17,575 "," 12,055 ", Liquidez Alta 
TC , ON , TRAD3 ," R$1,210,919 ",-,-," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-56.20,-1.8%,-22.10,2.10,11.60,4.33, R$0.00 ,-R$0.08 ,0.0%,0%," R$589,711 "," R$6,475 "," R$201,443 ","-R$194,968 ",0.01,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - ,"-R$44,312 ",-,"-R$49,366 ",-319%,1096%,-44%,-11%,-3%,-,30/06/2022," R$8,565 "," 3,989 ", Liquidez Moderada 
Tegma , ON , TGMA3 ," R$1,163,142 ",-,-, Crescimento e Dividendos , Novo Mercado , Bens industriais , Transporte , Transporte rodoviário ,10.30,9.7%,7.80,1.60,1.10,17.64, R$0.97 , R$1.71 ,5.5%,57%," R$707,573 "," R$132,335 "," R$119,723 "," R$12,612 ",0.19,0.08, Baixo Endividamento ," R$72,047 "," R$86,776 "," R$136,853 "," R$182,706 "," R$268,411 "," R$150,826 ",16%," R$74,141 ",40%,136%,17%,11%,11%,1.37,30/06/2022," R$16,521 "," 6,111 ", Liquidez Alta 
Meliuz , ON , CASH3 ," R$1,133,040 ",0.0%,0.0%," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-15.20,-6.6%,-,1.40,3.20,1.31, R$-   ,-R$0.09 ,0.0%,0%," R$789,982 "," R$1,418 "," R$404,943 ","-R$403,525 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - ,"-R$16,746 ","-R$7,224 "," R$10,582 ", - ,-,"-R$34,209 ",-61%,N/D,-18%,-63%,-5%,-,30/06/2022," R$230,281 "," 44,992 ", Liquidez Alta 
Lavvi , ON , LAVV3 ," R$1,117,884 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,9.50,10.5%,6.50,1.00,2.20,5.72, R$1.18 , R$0.60 ,20.6%,196%," R$1,171,897 "," R$2,952 "," R$15,286 ","-R$12,334 ",0.00,-4.88, Empresa com Mais Caixa que Dívida , - , - ,"-R$4,258 "," R$24,439 "," R$53,215 "," R$105,245 ",-," R$89,345 ",3%,305%,10%,8%,8%,-,30/06/2022," R$50,626 "," 18,474 ", Liquidez Alta 
Ourofino S/A , ON , OFSA3 ," R$1,104,924 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Medicamentos e outros produtos , Medicamentos e outros produtos ,9.90,10.1%,7.90,1.60,1.20,20.55, R$0.54 , R$2.08 ,2.6%,26%," R$679,614 "," R$448,754 "," R$216,955 "," R$231,799 ",0.66,1.37, Baixo Endividamento ," R$118,034 "," R$30,777 "," R$91,210 "," R$123,506 "," R$96,423 "," R$168,821 ",7%," R$65,131 ",112%,241%,19%,10%,9%,1.23,30/06/2022, R$846 , 79 , Liquidez Baixa 
Clearsale , ON , CLSA3 ," R$1,046,748 ",-,-," Alerta, Prejuízo ", Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,-7.70,-13.1%,-3.40,1.40,2.20,5.57, R$-   ,-R$0.73 ,0.0%,0%," R$734,833 "," R$77,417 "," R$550,770 ","-R$473,353 ",0.11,-, Empresa com Mais Caixa que Dívida , - , - , - ," R$23,069 "," R$30,757 ","-R$170,710 ",-,"-R$55,805 ",-251%,649%,-347%,-48%,-14%,-,30/06/2022," R$25,064 "," 18,839 ", Liquidez Alta 
Sequoia Log , ON , SEQL3 ," R$1,038,002 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-17.80,-5.6%,7.10,1.90,0.60,7.40, R$-   ,-R$0.41 ,0.0%,0%," R$548,359 "," R$688,017 "," R$132,400 "," R$555,617 ",1.25,2.48, Baixo Endividamento , - , - ," R$38,156 "," R$38,851 "," R$64,860 "," R$223,943 ",-," R$65,912 ",195%,89%,-10%,4%,-3%,-,30/06/2022," R$69,839 "," 22,410 ", Liquidez Alta 
Cea Modas , ON , CEAB3 ," R$992,462 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,4.00,24.9%,3.00,0.30,0.20,3.23, R$-   , R$0.80 ,0.0%,0%," R$2,844,628 "," R$2,340,578 "," R$1,113,575 "," R$1,227,003 ",0.82,1.63, Baixo Endividamento , - ," R$195,130 "," R$494,597 "," R$561,445 "," R$1,561,802 "," R$748,075 ",-," R$556,308 ",118%,100%,10%,1%,3%,1.83,30/06/2022," R$75,144 "," 35,410 ", Liquidez Alta 
Romi , ON , ROMI3 ," R$990,008 ",-,-, Crescimento , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,4.90,20.6%,5.90,1.00,0.70,13.50, R$0.98 , R$2.78 ,7.2%,35%," R$971,079 "," R$595,336 "," R$89,609 "," R$505,727 ",0.61,1.88, Baixo Endividamento ," R$32,403 ","-R$10,049 "," R$81,520 "," R$79,334 "," R$138,041 "," R$246,138 ",50%," R$105,037 ",116%,258%,24%,9%,10%,1.19,30/06/2022," R$18,876 "," 7,589 ", Liquidez Alta 
Desktopsigma , ON , DESK3 ," R$922,363 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,27.70,3.6%,6.80,1.00,1.70,10.58, R$0.01 , R$0.38 ,0.1%,4%," R$896,828 "," R$884,460 "," R$160,301 "," R$724,159 ",0.99,2.27, Baixo Endividamento , - , - , - , - , - ," R$209,114 ",-," R$729,749 ",210%,1946%,22%,5%,2%,-,30/06/2022," R$10,677 "," 5,284 ", Liquidez Alta 
Allied , ON , ALLD3 ," R$921,023 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Eletrodomésticos ,6.80,14.8%,3.90,0.60,0.20,9.88, R$1.33 , R$1.46 ,13.5%,91%," R$1,505,197 "," R$635,666 "," R$303,754 "," R$331,912 ",0.42,1.05, Baixo Endividamento , - , - ," R$95,192 "," R$163,349 "," R$222,729 "," R$317,246 ",-," R$1,308,133 ",2%,29%,9%,7%,3%,-,30/06/2022," R$1,160 ", 720 , Liquidez Moderada 
Ceb , ON , CEBR3 ," R$876,308 ",-,-, Crescimento e Dividendos , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,4.90,20.3%,-,1.00,2.30,13.05, R$15.12 , R$2.65 ,115.9%,571%," R$928,570 ", R$-   ," R$504,128 ","-R$504,128 ",0.00,-, Empresa com Mais Caixa que Dívida ," R$257,579 "," R$136,673 ", - , - , - , - ,-," R$244,334 ",-,N/D,13%,23%,20%,0.72,30/06/2022, R$326 , 84 , Liquidez Baixa 
Ceb , PNA , CEBR5 ," R$876,308 ",-,-, Crescimento e Dividendos , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,4.10,24.5%,-,0.80,1.90,10.82, R$15.12 , R$2.65 ,139.8%,571%," R$928,570 ", R$-   ," R$504,128 ","-R$504,128 ",0.00,-, Empresa com Mais Caixa que Dívida ," R$257,579 "," R$136,673 ", - , - , - , - ,-," R$244,334 ",-,N/D,13%,23%,20%,1.02,30/06/2022, R$731 , 129 , Liquidez Baixa 
Ceb , PNB , CEBR6 ," R$876,308 ",-,-, Crescimento e Dividendos , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,4.30,23.3%,-,0.90,2.00,11.37, R$16.64 , R$2.65 ,146.3%,628%," R$928,570 ", R$-   ," R$504,128 ","-R$504,128 ",0.00,-, Empresa com Mais Caixa que Dívida ," R$257,579 "," R$136,673 ", - , - , - , - ,-," R$244,334 ",-,N/D,13%,23%,20%,0.67,30/06/2022," R$2,216 ", 541 , Liquidez Moderada 
Lojas Marisa , ON , AMAR3 ," R$866,894 ",-,0.0%," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,-12.10,-8.2%,8.00,0.80,0.30,2.53, R$-   ,-R$0.21 ,0.0%,0%," R$1,069,354 "," R$1,737,642 "," R$255,968 "," R$1,481,674 ",1.62,5.06, Dívida Alta ," R$269,538 "," R$180,735 "," R$265,589 "," R$417,904 "," R$394,922 "," R$292,615 ",2%," R$99,270 ",95%,34%,-7%,0%,-2%,2.48,30/06/2022," R$44,820 "," 11,937 ", Liquidez Alta 
Eucatex , PN , EUCA4 ," R$859,664 ",-,-, Crescimento , Nível 1 , Materiais básicos , Madeira e papel , Madeira ,2.30,43.2%,2.30,0.40,0.30,8.26, R$0.28 , R$3.57 ,3.4%,8%," R$2,014,712 "," R$553,334 "," R$17,663 "," R$535,671 ",0.27,0.81, Baixo Endividamento ," R$231,335 "," R$195,670 "," R$211,845 "," R$233,981 "," R$266,607 "," R$596,278 ",21%," R$418,797 ",110%,321%,19%,10%,9%,1.06,30/06/2022," R$1,106 ", 321 , Liquidez Moderada 
Melnick , ON , MELK3 ," R$859,284 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,8.00,12.5%,7.50,0.70,0.90,4.25, R$0.43 , R$0.53 ,10.2%,81%," R$1,182,352 "," R$88,508 "," R$8,524 "," R$79,984 ",0.07,-3.56, Baixo Endividamento , - , - ," R$80,001 "," R$64,251 "," R$58,844 "," R$84,093 ",-,"-R$155,154 ",-11%,357%,11%,5%,6%,-,30/06/2022," R$4,945 "," 2,755 ", Liquidez Moderada 
Trisul , ON , TRIS3 ," R$850,468 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,10.60,9.4%,8.70,0.70,1.20,4.67, R$0.22 , R$0.44 ,4.7%,50%," R$1,240,274 "," R$657,011 "," R$325,515 "," R$331,496 ",0.53,2.33, Baixo Endividamento ," R$42,325 "," R$18,777 "," R$61,134 "," R$102,746 "," R$181,712 "," R$142,339 ",27%,"-R$113,646 ",-13%,70%,7%,5%,4%,1.68,30/06/2022," R$13,636 "," 8,218 ", Liquidez Alta 
Valid , ON , VLID3 ," R$839,455 ",-,-, Crescimento , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,14.10,7.1%,4.00,0.70,0.40,10.59, R$0.29 , R$0.75 ,2.7%,39%," R$1,204,691 "," R$1,075,687 "," R$234,243 "," R$841,444 ",0.89,1.88, Baixo Endividamento ," R$281,283 "," R$225,343 "," R$206,652 "," R$269,750 "," R$265,719 "," R$424,219 ",9%," R$448,228 ",27%,74%,5%,8%,2%,1.29,30/06/2022," R$19,426 "," 7,371 ", Liquidez Alta 
Dommo , ON , DMMO3 ," R$820,593 ",-,-," Alerta, Prejuízo ", Tradicional , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,-31.00,-3.2%,15.20,-1.60,2.30,1.61, R$-   ,-R$0.05 ,0.0%,0%,"-R$503,962 ", R$82 ," R$77,487 ","-R$77,405 ",0.00,-1.58, Patrimônio Líquido Negativo ,"-R$267,748 ","-R$215,258 ","-R$798,308 ","-R$478,578 ","-R$22,719 "," R$49,047 ",-171%," R$49,324 ",1%,3%,,12%,-7%,1.54,30/06/2022," R$181,141 "," 16,725 ", Liquidez Alta 
Cristal , PNA , CRPG5 ," R$815,784 ",-,-, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,-,-,-,-,-,28.00, R$2.93 , R$5.03 ,10.5%,58%," R$883,619 "," R$3,451 "," R$129,210 ","-R$125,759 ",0.00,-0.86, Empresa com Mais Caixa que Dívida ," R$40,191 "," R$76,810 "," R$112,944 "," R$172,070 "," R$133,484 "," R$158,453 ",32%," R$130,219 ",36%,144%,17%,10%,13%,0.84,30/06/2022," R$1,663 ", 286 , Liquidez Moderada 
Ser Educa , ON , SEER3 ," R$803,150 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,-13.30,-7.5%,4.10,0.60,0.50,6.25, R$0.12 ,-R$0.47 ,2.0%,-26%," R$1,403,267 "," R$560,468 "," R$88,344 "," R$472,124 ",0.40,1.41, Baixo Endividamento ," R$274,198 "," R$357,272 "," R$321,125 "," R$312,033 "," R$391,176 "," R$301,071 ",2%," R$186,892 ",220%,209%,-4%,3%,-2%,1.27,30/06/2022," R$16,646 "," 13,066 ", Liquidez Alta 
Eternit , ON , ETER3 ," R$793,706 ",-,-, Crescimento , Novo Mercado , Bens industriais , Construção e engenharia , Produtos para construção ,3.40,29.5%,2.20,1.30,0.70,12.85, R$0.93 , R$3.79 ,7.3%,25%," R$627,408 "," R$35,420 "," R$149,220 ","-R$113,800 ",0.06,-0.36, Empresa com Mais Caixa que Dívida ," R$131,544 "," R$31,338 ","-R$192,897 ","-R$92,263 "," R$55,915 "," R$311,897 ",19%," R$59,863 ",108%,376%,53%,27%,22%,2.02,30/06/2022," R$52,775 "," 17,147 ", Liquidez Alta 
Fer Heringer , ON , FHER3 ," R$759,926 ",-,-, Crescimento , Novo Mercado , Materiais básicos , Químicos , Fertilizantes e defensivos ,1.30,74.2%,1.90,1.40,0.10,14.11, R$-   , R$10.47 ,0.0%,0%," R$552,787 "," R$741,544 "," R$22,046 "," R$719,498 ",1.34,0.93, Baixo Endividamento ," R$198,162 "," R$249,578 "," R$91,897 ","-R$150,418 ","-R$122,510 "," R$769,752 ",31%,"-R$551,532 ",-13%,253%,,20%,17%,1.35,30/06/2022," R$49,544 "," 11,971 ", Liquidez Alta 
Syn Prop Tec , ON , SYNE3 ," R$696,057 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,0.60,177.0%,1.50,0.50,0.30,4.56, R$8.71 , R$8.07 ,191.1%,108%," R$1,543,342 "," R$1,247,204 "," R$259,697 "," R$987,507 ",0.81,0.36, Baixo Endividamento ," R$285,920 "," R$319,699 "," R$523,105 "," R$256,920 "," R$323,962 "," R$1,663,619 ",42%," R$2,178,367 ",3%,97%,45%,29%,30%,1.19,30/06/2022," R$8,762 "," 7,111 ", Liquidez Moderada 
Grazziotin , PN , CGRA4 ," R$652,534 ",-,-, Crescimento , Tradicional , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,3.90,25.7%,2.70,0.80,1.00,34.00, R$2.85 , R$8.75 ,8.4%,33%," R$798,591 "," R$26,539 "," R$112,134 ","-R$85,595 ",0.03,-0.41, Empresa com Mais Caixa que Dívida ," R$49,501 "," R$52,777 "," R$61,228 "," R$59,839 "," R$112,509 "," R$210,916 ",34%," R$86,683 ",72%,143%,25%,13%,14%,0.54,30/06/2022," R$1,252 ", 184 , Liquidez Moderada 
Dexxos Par , ON , DEXP3 ," R$647,870 ",-,-, Crescimento , Nível 1 , Materiais básicos , Químicos , Petroquímicos ,3.80,26.6%,3.30,1.20,0.30,6.95, R$0.38 , R$1.85 ,5.5%,21%," R$526,608 "," R$335,025 "," R$119,396 "," R$215,629 ",0.64,0.74, Baixo Endividamento ," R$14,194 "," R$116,613 "," R$118,874 "," R$65,215 "," R$68,841 "," R$290,076 ",83%," R$38,994 ",7%,11%,44%,18%,16%,1.44,30/06/2022," R$8,718 "," 6,933 ", Liquidez Moderada 
Dexxos Par , PN , DEXP4 ," R$647,870 ",-,-, Crescimento , Nível 1 , Materiais básicos , Químicos , Petroquímicos ,3.50,28.9%,3.30,1.10,0.30,6.40, R$0.41 , R$1.85 ,6.3%,22%," R$526,608 "," R$335,025 "," R$119,396 "," R$215,629 ",0.64,0.74, Baixo Endividamento ," R$14,194 "," R$116,613 "," R$118,874 "," R$65,215 "," R$68,841 "," R$290,076 ",83%," R$38,994 ",7%,11%,44%,18%,16%,-,30/06/2022, R$289 , 118 , Liquidez Baixa 
Alper S.A. , ON , APER3 ," R$601,368 ",-,-, Crescimento , Novo Mercado , Financeiro , Previdência e seguros , Corretoras de seguros e resseguros ,78.90,1.3%,-,1.10,-,31.00, R$0.07 , R$0.39 ,0.2%,18%," R$434,998 ", - , - , - ,N/D,-, Dívida Alta , - , - , - , - , - , - ,-," R$10,686 ",-,N/D,2%,,1%,1.41,30/06/2022," R$2,555 ", 524 , Liquidez Moderada 
Mitre Realty , ON , MTRE3 ," R$583,877 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,20.80,4.8%,12.30,0.60,0.90,5.52, R$0.28 , R$0.26 ,5.2%,108%," R$984,994 "," R$281,066 "," R$228,892 "," R$52,174 ",0.29,1.00, Baixo Endividamento , - ," R$3,291 ",-R$213 ," R$23,009 "," R$43,729 "," R$52,436 ",-,"-R$441,212 ",-3%,189%,3%,2%,2%,-,30/06/2022," R$6,788 "," 5,699 ", Liquidez Moderada 
Planoeplano , ON , PLPL3 ," R$576,925 ",-,-, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.40,18.5%,4.80,1.70,0.50,2.91, R$0.16 , R$0.54 ,5.5%,30%," R$348,628 "," R$463,706 "," R$214,438 "," R$249,268 ",1.33,1.10, Baixo Endividamento , - , - , - , - ," R$130,650 "," R$155,055 ",-," R$55,992 ",44%,118%,38%,9%,8%,-,30/06/2022," R$6,538 "," 3,358 ", Liquidez Moderada 
Imc S/A , ON , MEAL3 ," R$570,886 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Hotéis e restaurantes , Restaurante e similares ,-6.20,-16.1%,6.60,0.50,0.30,2.00, R$-   ,-R$0.32 ,0.0%,0%," R$1,058,590 "," R$641,902 "," R$338,661 "," R$303,241 ",0.61,2.28, Baixo Endividamento ," R$37,063 "," R$44,198 "," R$108,533 "," R$102,804 "," R$128,423 "," R$132,907 ",29%," R$113,479 ",171%,175%,-8%,1%,-3%,2.28,30/06/2022," R$17,818 "," 8,876 ", Liquidez Alta 
Tenda , ON , TEND3 ," R$564,413 ",-,-," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,-1.30,-78.9%,-5.00,0.50,0.20,5.84, R$-   ,-R$4.61 ,0.0%,0%," R$1,041,291 "," R$1,485,834 "," R$97,680 "," R$1,388,154 ",1.43,-, Baixo Endividamento ," R$45,794 "," R$103,733 "," R$141,856 "," R$243,490 "," R$322,381 ","-R$248,704 ",-240%,"-R$170,530 ",-43%,143%,-30%,-8%,-10%,1.32,30/06/2022," R$77,000 "," 22,434 ", Liquidez Alta 
Csu Cardsyst , ON , CARD3 ," R$555,882 ",-,-, Crescimento e Dividendos , Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,8.40,11.9%,3.70,1.60,1.10,13.51, R$0.82 , R$1.60 ,6.0%,51%," R$350,697 "," R$97,409 "," R$76,328 "," R$21,081 ",0.28,0.13, Baixo Endividamento ," R$69,841 "," R$90,902 "," R$100,305 "," R$81,483 "," R$103,616 "," R$157,452 ",18%," R$122,335 ",45%,90%,21%,16%,11%,1.20,30/06/2022," R$8,717 "," 4,567 ", Liquidez Moderada 
Moura Dubeux , ON , MDNE3 ," R$554,804 ",-,-," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.90,17.0%,5.20,0.50,0.80,6.65, R$-   , R$1.13 ,0.0%,0%," R$1,130,658 "," R$76,424 "," R$149,042 ","-R$72,618 ",0.07,-1.22, Empresa com Mais Caixa que Dívida ," R$156,570 "," R$3,619 "," R$107,231 ","-R$45,243 "," R$93,149 "," R$85,850 ",-11%," R$91,717 ",14%,275%,9%,3%,4%,-,30/06/2022," R$7,383 "," 4,285 ", Liquidez Moderada 
Estapar , ON , ALPK3 ," R$527,123 ",-,-," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-2.80,-35.4%,-,1.10,0.50,2.46, R$-   ,-R$0.87 ,0.0%,0%," R$494,604 "," R$1,343,804 "," R$52,904 "," R$1,290,900 ",2.72,-, Dívida Alta , - , - , - , - , - , - ,-," R$328,876 ",-,N/D,-32%,1%,-7%,-,30/06/2022, R$913 , 918 , Liquidez Baixa 
Espacolaser , ON , ESPA3 ," R$481,144 ",-,-, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,28.50,3.5%,6.80,0.70,0.70,1.97, R$0.08 , R$0.07 ,4.2%,119%," R$701,805 "," R$945,451 "," R$157,983 "," R$787,468 ",1.35,4.20, Baixo Endividamento , - , - ," R$64,215 "," R$104,684 "," R$217,771 "," R$187,286 ",-," R$26,062 ",1270%,457%,2%,5%,1%,-,30/06/2022," R$96,963 "," 26,166 ", Liquidez Alta 
Wdc Networks , ON , LVTC3 ," R$479,153 ",-,-, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,11.00,9.1%,0.90,0.70,0.40,7.41, R$0.17 , R$0.68 ,2.4%,26%," R$639,500 ", R$-   ," R$229,055 ","-R$229,055 ",0.00,-0.83, Empresa com Mais Caixa que Dívida , - , - , - , - , - ," R$277,282 ",-,"-R$28,433 ",-656%,120%,26%,8%,3%,-,30/06/2022," R$7,014 "," 4,972 ", Liquidez Moderada 
Profarma , ON , PFRM3 ," R$457,339 ",-,-, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,4.80,20.9%,6.80,0.40,0.10,3.73, R$0.27 , R$0.78 ,7.3%,35%," R$1,165,641 "," R$1,036,650 "," R$196,552 "," R$840,098 ",0.89,3.49, Baixo Endividamento ," R$74,650 "," R$95,666 "," R$20,204 "," R$88,646 "," R$96,324 "," R$240,515 ",26%,"-R$49,748 ",-15%,18%,7%,5%,2%,0.98,30/06/2022," R$2,453 "," 4,006 ", Liquidez Moderada 
