 Dados Cadastrais ,,,,,,,,,,,, Múltiplos ,,,,,, Dividendos ,,,, Estrutura de Capital ,,,,,,, EBITDA ,,,,,,, Fluxo de Caixa ,,, Indicadores de Resultado ,,,,, Liquidez das Ações na Última Semana ,,
 Nome , Classe , Código de Neg. , Valor de Mercado , Participação no Ibovespa , Participação no IBRX 100 , Classificação de Mercado , Classificação , Seg. Listagem , Setor Bovespa , Subsetor Bovespa , Segmento Bovespa , P/L , L/P , EV/EBITDA , P/VPA , PSR , Cotação , Dividendo por Ação , Lucro por Ação , Dividend Yield , Payout , Patrimônio , Dívida Bruta , Caixa e Equivalentes , Caixa Líquido , Div Bruta/PL , Div. Líquida/Ebitda , Análise ,EBITDA_2015,EBITDA_2016,EBITDA_2017,EBITDA_2018,EBITDA_2019,EBITDA_2020E (últimos 12 meses),Crescimento Médio Anual, FCO , Capex/FCO , Capex/D&A , ROE , ROIC , ROA , Beta , Data do Balanço Mais Recente , Volume Negociado , Quantidade de Negócios , Análise 
 Dimed , ON , PNVL3 ," R$1,579,809 ",-,-,Small Cap, Crescimento , Novo Mercado , Saúde , Comércio e distribuição , Medicamentos e outros produtos ,19.90,5.0%,8.20,1.50,0.50,10.64, R$0.17 , R$0.54 ,1.6%,33%," R$1,066,969 "," R$723,380 "," R$43,319 "," R$680,061 ",0.68,2.33, Baixo Endividamento ," R$102,220 "," R$111,887 "," R$117,948 "," R$139,743 "," R$215,107 "," R$269,863 ",21%," R$175,437 ",91%,96%,8%,4%,3%,0.61,31/03/2022," R$35,667 "," 20,122 ", Liquidez Alta 
 Sinqia , ON , SQIA3 ," R$1,567,479 ",-,-,Small Cap, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,41.10,2.4%,18.40,2.00,3.50,18.49, R$0.07 , R$0.45 ,0.4%,15%," R$777,865 "," R$247,139 "," R$29,745 "," R$217,394 ",0.32,1.53, Baixo Endividamento ," R$8,674 "," R$12,971 "," R$18,245 "," R$15,278 "," R$13,117 "," R$92,995 ",61%," R$76,187 ",720%,1029%,8%,2%,2%,1.09,31/03/2022," R$161,713 "," 42,718 ", Liquidez Alta 
 JSL , ON , JSLG3 ," R$1,553,444 ",-,-,Small Cap, Crescimento , Novo Mercado , Bens industriais , Transporte , Transporte rodoviário ,5.80,17.1%,5.70,1.10,0.30,5.46, R$0.38 , R$0.94 ,6.9%,40%," R$1,354,947 "," R$4,000,741 "," R$207,930 "," R$3,792,811 ",2.95,3.91, Dívida Alta ," R$1,092,081 "," R$1,045,970 "," R$1,230,201 "," R$1,597,534 "," R$2,115,909 "," R$847,202 ",-5%,"-R$78,991 ",-594%,186%,23%,7%,4%,-,31/03/2022," R$20,597 "," 12,079 ", Liquidez Alta 
 Direcional , ON , DIRR3 ," R$1,534,437 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,9.40,10.6%,5.00,1.20,0.80,10.27, R$0.69 , R$1.09 ,6.7%,63%," R$1,328,213 "," R$1,324,824 "," R$753,588 "," R$571,236 ",1.00,0.67, Baixo Endividamento ," R$205,631 "," R$28,528 ","-R$108,844 ","-R$10,682 "," R$228,889 "," R$393,530 ",14%," R$102,200 ",11%,20%,16%,5%,4%,1.46,31/03/2022," R$110,887 "," 36,722 ", Liquidez Alta 
 Boa Safra , ON , SOJA3 ," R$1,511,110 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo não cíclico , Agropecuária , Agricultura ,10.30,9.7%,9.50,2.30,1.30,12.90, R$0.04 , R$1.26 ,0.3%,3%," R$652,838 "," R$147,248 "," R$238,411 ","-R$91,163 ",0.23,-0.95, Empresa com Mais Caixa que Dívida , - , - ,"-R$1,431 "," R$12,340 "," R$45,477 "," R$144,965 ",-,"-R$89,658 ",-120%,5672%,118%,18%,13%,-,31/12/2021," R$17,955 "," 6,401 ", Liquidez Alta 
 Schulz , PN , SHUL4 ," R$1,482,032 ",-,-,Small Cap, Crescimento , Tradicional , Bens industriais , Máquinas e equipamentos , Motores compressores e outros ,7.30,13.7%,6.10,1.60,0.80,4.15, R$0.13 , R$0.57 ,3.2%,23%," R$940,228 "," R$849,491 "," R$90,435 "," R$759,056 ",0.90,1.37, Baixo Endividamento ," R$111,664 "," R$73,835 "," R$91,273 "," R$122,037 "," R$137,658 "," R$311,922 ",23%," R$9,822 ",1422%,255%,26%,12%,9%,1.24,31/03/2022," R$5,698 "," 4,853 ", Liquidez Moderada 
 Quero-Quero , ON , LJQQ3 ," R$1,479,591 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,31.90,3.1%,7.00,2.80,0.70,7.90, R$0.12 , R$0.25 ,1.6%,50%," R$533,741 "," R$393,795 "," R$156,278 "," R$237,517 ",0.74,0.73, Baixo Endividamento , - , - ," R$82,615 "," R$88,453 "," R$162,460 "," R$234,106 ",-," R$75,251 ",106%,91%,9%,6%,2%,-,31/03/2022," R$97,670 "," 45,523 ", Liquidez Alta 
 Meliuz , ON , CASH3 ," R$1,434,863 ",0.1%,0.0%,Small Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-29.10,-3.4%,-,2.10,4.70,1.79, R$-   ,-R$0.06 ,0.0%,0%," R$670,353 "," R$1,642 "," R$504,297 ","-R$502,655 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - ,"-R$16,746 ","-R$7,224 "," R$10,582 ", - ,-,"-R$23,340 ",-690%,N/D,-12%,-21%,-5%,-,31/03/2022," R$335,382 "," 64,200 ", Liquidez Alta 
 Brisanet , ON , BRIT3 ," R$1,323,634 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,64.40,1.6%,-,1.00,1.60,2.95, - , R$0.05 ,N/D,-," R$1,350,050 "," R$1,068,956 "," R$505,873 "," R$563,083 ",0.79,-, Baixo Endividamento , - , - , - , - , - , - ,-," R$245,560 ",-,N/D,16%,2%,1%,-,31/03/2022," R$16,415 "," 6,279 ", Liquidez Alta 
 Tc , ON , TRAD3 ," R$1,286,427 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,964.40,0.1%,-53.40,2.10,12.60,4.60, - , R$0.00 ,N/D,-," R$613,211 "," R$8,025 "," R$318,433 ","-R$310,408 ",0.01,-, Empresa com Mais Caixa que Dívida , - , - , - , - , - ,"-R$18,273 ",-,"-R$20,781 ",-686%,1671%,,-6%,0%,-,31/12/2021," R$58,668 "," 22,673 ", Liquidez Alta 
 Allied , ON , ALLD3 ," R$1,273,399 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Eletrodomésticos ,4.20,23.7%,2.00,0.80,0.20,13.66, R$1.33 , R$3.24 ,9.8%,41%," R$1,511,717 "," R$395,841 "," R$733,966 ","-R$338,125 ",0.26,-0.71, Empresa com Mais Caixa que Dívida , - , - ," R$95,192 "," R$163,349 "," R$222,729 "," R$477,381 ",-," R$124,219 ",29%,52%,26%,18%,6%,-,31/12/2021," R$5,548 "," 2,186 ", Liquidez Moderada 
 Cruzeiro Edu , ON , CSED3 ," R$1,267,650 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,14.90,6.7%,2.70,0.90,0.70,3.32, R$0.13 , R$0.22 ,3.9%,59%," R$1,453,788 "," R$1,176,659 "," R$1,084,985 "," R$91,674 ",0.81,0.18, Baixo Endividamento , - , - ," R$182,516 "," R$266,490 "," R$397,933 "," R$510,021 ",-," R$465,707 ",20%,47%,18%,6%,2%,-,31/12/2021," R$7,202 "," 12,270 ", Liquidez Moderada 
 Portobello , ON , PTBL3 ," R$1,205,439 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Bens industriais , Construção e engenharia , Produtos para construção ,5.80,17.1%,-,3.00,0.60,8.55, R$0.73 , R$1.46 ,8.5%,50%," R$408,565 "," R$728,939 "," R$224,219 "," R$504,720 ",1.78,-, Dívida Alta ," R$166,768 "," R$115,312 "," R$189,017 "," R$288,006 "," R$129,856 ", - ,-," R$332,141 ",-,N/D,54%,17%,10%,1.83,31/03/2022," R$25,986 "," 9,990 ", Liquidez Alta 
 Bemobi Tech , ON , BMOB3 ," R$1,204,483 ",-,-,Small Cap, Crescimento , Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,14.90,6.7%,-,1.20,1.50,13.62, R$0.20 , R$0.91 ,1.5%,22%," R$1,021,172 ", R$-   ," R$328,227 ","-R$328,227 ",0.00,-, Empresa com Mais Caixa que Dívida , - , - , - ," R$81,159 "," R$81,310 ", - ,-," R$33,558 ",668%,N/D,8%,11%,6%,-,31/03/2022," R$41,017 "," 14,040 ", Liquidez Alta 
 Cristal , PNA , CRPG5 ," R$1,174,637 ",-,-,Small Cap, Crescimento e Dividendos , Tradicional , Materiais básicos , Químicos , Químicos diversos ,-,-,-,-,-,40.31, R$5.02 , R$9.53 ,12.4%,53%," R$876,884 "," R$3,686 "," R$162,993 ","-R$159,307 ",0.00,-0.54, Empresa com Mais Caixa que Dívida ," R$40,191 "," R$76,810 "," R$112,944 "," R$172,070 "," R$133,484 "," R$317,556 ",51%," R$205,428 ",20%,121%,38%,23%,23%,0.86,31/12/2021," R$3,993 ", 593 , Liquidez Moderada 
 Wiz S.A. , ON , WIZS3 ," R$1,167,323 ",-,0.0%,Small Cap, Crescimento e Dividendos , Novo Mercado , Financeiro , Previdência e seguros , Corretoras de seguros ,7.20,13.9%,-,3.30,1.40,7.30, R$0.59 , R$1.01 ,8.1%,58%," R$350,024 "," R$224,930 "," R$29,161 "," R$195,769 ",0.64,-, Baixo Endividamento ," R$156,138 "," R$209,920 "," R$268,037 ", - , - , - ,-," R$260,455 ",-,N/D,54%,15%,10%,1.00,31/03/2022," R$54,873 "," 19,726 ", Liquidez Alta 
 Ourofino S/A , ON , OFSA3 ," R$1,156,004 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Saúde , Medicamentos e outros produtos , Medicamentos e outros produtos ,10.20,9.8%,8.20,1.80,1.30,21.50, R$0.54 , R$2.11 ,2.5%,26%," R$641,445 "," R$382,375 "," R$161,254 "," R$221,121 ",0.60,1.31, Baixo Endividamento ," R$118,034 "," R$30,777 "," R$91,210 "," R$123,506 "," R$96,423 "," R$168,790 ",7%," R$46,500 ",130%,218%,20%,11%,10%,1.29,31/12/2021, R$842 , 214 , Liquidez Baixa 
 Emae , PN , EMAE4 ," R$1,145,357 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,8.90,11.2%,20.60,1.50,2.10,31.00, R$0.87 , R$3.48 ,2.8%,25%," R$763,516 ", R$-   ," R$325,080 ","-R$325,080 ",0.00,-8.16, Empresa com Mais Caixa que Dívida ,"-R$19,072 "," R$4,474 "," R$115,388 "," R$6,666 "," R$40,621 "," R$39,860 ",-216%," R$76,399 ",139%,1833%,17%,2%,8%,0.92,31/03/2022," R$3,225 ", 461 , Liquidez Moderada 
 Infracomm , ON , IFCM3 ," R$1,137,811 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Tecnologia da informação , Programas e serviços , Programas e serviços ,-24.60,-4.1%,76.20,0.90,2.30,4.04, R$-   ,-R$0.16 ,0.0%,0%," R$1,286,049 "," R$364,692 "," R$210,042 "," R$154,650 ",0.28,9.12, Baixo Endividamento , - , - , - ," R$2,767 "," R$10,006 "," R$16,962 ",-,"-R$86,388 ",-1344%,2564%,-66%,-1%,-1%,-,31/12/2021," R$40,815 "," 46,272 ", Liquidez Alta 
 Even , ON , EVEN3 ," R$1,131,078 ",-,-,Small Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,7.00,14.3%,-,0.60,0.60,5.54, R$0.27 , R$0.79 ,4.8%,34%," R$1,840,505 "," R$389,558 "," R$24,577 "," R$364,981 ",0.21,-, Baixo Endividamento ," R$105,444 ","-R$14,863 ","-R$346,178 ","-R$148,174 "," R$182,861 ", - ,-,"-R$317,681 ",-4%,N/D,9%,4%,4%,2.12,31/03/2022," R$40,690 "," 21,939 ", Liquidez Alta 
 Sequoia Log , ON , SEQL3 ," R$1,060,433 ",-,-,Small Cap," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-36.10,-2.8%,7.90,1.90,0.60,7.58, R$-   ,-R$0.21 ,0.0%,0%," R$572,656 "," R$671,177 "," R$163,904 "," R$507,273 ",1.17,2.54, Baixo Endividamento , - , - ," R$38,156 "," R$38,851 "," R$64,860 "," R$199,378 ",-,"-R$15,724 ",-1679%,183%,-7%,3%,-2%,-,31/03/2022," R$238,361 "," 64,911 ", Liquidez Alta 
 Ser Educa , ON , SEER3 ," R$1,055,517 ",-,-,Small Cap," Alerta, Baixo Crescimento ", Novo Mercado , Consumo cíclico , Diversos , Serviços educacionais ,20.10,5.0%,3.30,0.70,0.70,8.20, R$0.12 , R$0.41 ,1.5%,30%," R$1,463,077 "," R$436,065 "," R$213,704 "," R$222,361 ",0.30,0.40, Baixo Endividamento ," R$274,198 "," R$357,272 "," R$321,125 "," R$312,033 "," R$391,176 "," R$362,336 ",6%," R$195,438 ",170%,179%,4%,5%,2%,1.30,31/12/2021," R$18,783 "," 14,625 ", Liquidez Alta 
 Positivo Tec , ON , POSI3 ," R$1,028,906 ",0.0%,0.0%,Small Cap, Crescimento , Novo Mercado , Tecnologia da informação , Computadores e equipamentos , Computadores e equipamentos ,5.90,16.8%,4.00,0.90,0.30,7.36, R$0.34 , R$1.24 ,4.6%,28%," R$1,101,316 "," R$1,277,886 "," R$626,772 "," R$651,114 ",1.16,1.55, Baixo Endividamento ," R$4,797 "," R$171,145 "," R$71,076 "," R$107,600 "," R$134,850 "," R$420,873 ",145%,"-R$220,120 ",-33%,162%,16%,13%,4%,1.89,31/03/2022," R$90,110 "," 26,365 ", Liquidez Alta 
 Desktopsigma , ON , DESK3 ," R$1,007,368 ",-,-,Small Cap, Crescimento e Dividendos , Novo Mercado , Comunicações , Telecomunicações , Telecomunicações ,31.60,3.2%,9.80,1.10,2.30,11.58, - , R$0.37 ,N/D,-," R$881,335 "," R$706,127 "," R$141,493 "," R$564,634 ",0.80,1.94, Baixo Endividamento , - , - , - , - , - ," R$129,368 ",-," R$752,975 ",208%,2585%,27%,3%,1%,-,31/12/2021," R$21,622 "," 6,838 ", Liquidez Alta 
 Eucatex , PN , EUCA4 ," R$997,046 ",-,-,Micro Cap, Crescimento , Nível 1 , Materiais básicos , Madeira e papel , Madeira ,1.90,51.9%,2.00,0.40,0.30,8.95, R$0.28 , R$4.64 ,3.2%,6%," R$1,888,092 "," R$521,894 "," R$44,822 "," R$477,072 ",0.28,0.55, Baixo Endividamento ," R$231,335 "," R$195,670 "," R$211,845 "," R$233,981 "," R$266,607 "," R$691,197 ",24%," R$517,989 ",83%,303%,29%,13%,12%,1.04,31/12/2021," R$1,835 ", 932 , Liquidez Moderada 
 Cea Modas , ON , CEAB3 ," R$988,778 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,3.10,31.8%,2.90,0.30,0.20,3.21, R$-   , R$1.02 ,0.0%,0%," R$2,825,949 "," R$1,710,245 "," R$660,373 "," R$1,049,872 ",0.61,1.47, Baixo Endividamento , - ," R$195,130 "," R$494,597 "," R$561,445 "," R$1,561,802 "," R$712,192 ",-," R$387,657 ",174%,109%,13%,1%,4%,-,31/03/2022," R$155,558 "," 73,573 ", Liquidez Alta 
 Lavvi , ON , LAVV3 ," R$983,637 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,5.60,17.8%,3.20,0.80,1.70,4.86, R$0.87 , R$0.86 ,18.0%,101%," R$1,186,460 "," R$3,062 "," R$2,455 ", R$607 ,0.00,-3.02, Baixo Endividamento , - , - ,"-R$4,258 "," R$24,439 "," R$53,215 "," R$170,639 ",-,"-R$15,208 ",-21%,362%,16%,13%,12%,-,31/03/2022," R$25,389 "," 18,631 ", Liquidez Alta 
 Tegma , ON , TGMA3 ," R$970,604 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Bens industriais , Transporte , Transporte rodoviário ,9.10,11.0%,6.60,1.40,1.00,14.72, R$0.93 , R$1.62 ,6.4%,58%," R$699,442 "," R$186,568 "," R$210,504 ","-R$23,936 ",0.27,-0.17, Empresa com Mais Caixa que Dívida ," R$72,047 "," R$86,776 "," R$136,853 "," R$182,706 "," R$268,411 "," R$143,066 ",15%," R$80,941 ",31%,115%,17%,11%,10%,1.34,31/03/2022," R$16,792 "," 7,475 ", Liquidez Alta 
 Syn Prop Tec , ON , SYNE3 ," R$952,499 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,0.80,133.2%,-,0.60,0.40,6.24, R$8.19 , R$8.31 ,131.2%,99%," R$1,652,144 "," R$1,427,992 "," R$263,892 "," R$1,164,100 ",0.86,-, Baixo Endividamento ," R$285,920 "," R$319,699 "," R$523,105 "," R$256,920 "," R$323,962 ", - ,-," R$2,205,230 ",19%,N/D,46%,26%,29%,1.15,31/03/2022," R$25,856 "," 16,586 ", Liquidez Alta 
 Fer Heringer , ON , FHER3 ," R$937,117 ",-,-,Micro Cap, Crescimento , Novo Mercado , Materiais básicos , Químicos , Fertilizantes e defensivos ,1.40,71.2%,1.60,1.80,0.20,17.40, R$-   , R$12.39 ,0.0%,0%," R$519,091 "," R$500,877 "," R$30,647 "," R$470,230 ",0.96,0.54, Baixo Endividamento ," R$198,162 "," R$249,578 "," R$91,897 ","-R$150,418 ","-R$122,510 "," R$870,118 ",34%,"-R$160,445 ",-49%,284%,,26%,23%,1.54,31/12/2021," R$59,227 "," 12,084 ", Liquidez Alta 
 Romi , ON , ROMI3 ," R$935,741 ",-,-,Micro Cap, Crescimento , Novo Mercado , Bens industriais , Máquinas e equipamentos , Máq. e equip. industriais ,4.40,22.8%,5.20,1.00,0.60,12.76, R$0.90 , R$2.91 ,7.0%,31%," R$948,928 "," R$579,181 "," R$89,032 "," R$490,149 ",0.61,1.64, Baixo Endividamento ," R$32,403 ","-R$10,049 "," R$81,520 "," R$79,334 "," R$138,041 "," R$259,511 ",52%," R$26,254 ",425%,249%,26%,10%,11%,1.21,31/03/2022," R$27,467 "," 12,987 ", Liquidez Alta 
 Ceb , PNB , CEBR6 ," R$879,437 ",-,-,Micro Cap, Crescimento e Dividendos , Tradicional , Utilidade pública , Energia elétrica , Energia elétrica ,0.60,160.9%,-,0.90,2.30,10.78, R$16.64 , R$17.35 ,154.3%,96%," R$829,002 ", R$-   ," R$714,792 ","-R$714,792 ",0.00,-, Empresa com Mais Caixa que Dívida ," R$257,579 "," R$136,673 ", - , - , - , - ,-,"-R$385,148 ",652%,N/D,144%,346%,86%,0.79,31/12/2021," R$1,818 ", 727 , Liquidez Moderada 
 Espacolaser , ON , ESPA3 ," R$842,613 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Comércio , Produtos diversos ,4.60,22.0%,5.40,1.20,1.10,3.45, R$0.08 , R$0.76 ,2.4%,11%," R$716,347 "," R$892,737 "," R$143,446 "," R$749,291 ",1.25,2.55, Baixo Endividamento , - , - ," R$64,215 "," R$104,684 "," R$217,771 "," R$293,467 ",-,"-R$30,574 ",-5292%,2490%,51%,10%,8%,-,31/12/2021," R$78,305 "," 49,496 ", Liquidez Alta 
 Clearsale , ON , CLSA3 ," R$832,512 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Financeiro , Serviços financeiros diversos , Serviços financeiros diversos ,-10.00,-10.0%,-3.10,1.10,1.60,4.43, - ,-R$0.44 ,N/D,-," R$777,297 "," R$105,355 "," R$744,390 ","-R$639,035 ",0.14,-, Empresa com Mais Caixa que Dívida , - , - , - ," R$23,069 "," R$30,757 ","-R$61,937 ",-,"-R$11,454 ",-462%,347%,-536%,-36%,-8%,-,31/12/2021," R$30,529 "," 35,140 ", Liquidez Alta 
 Estapar , ON , ALPK3 ," R$774,157 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,-3.60,-27.4%,-,1.50,0.80,3.70, R$-   ,-R$1.01 ,0.0%,0%," R$511,504 "," R$1,322,956 "," R$37,350 "," R$1,285,606 ",2.59,-, Dívida Alta , - , - , - , - , - , - ,-," R$298,742 ",-,N/D,-33%,0%,-8%,-,31/03/2022, R$423 , 370 , Liquidez Baixa 
 Melnick , ON , MELK3 ," R$754,148 ",-,-,Micro Cap, Crescimento e Dividendos , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,8.40,11.9%,-,0.60,0.90,3.73, R$0.37 , R$0.45 ,9.9%,83%," R$1,177,183 "," R$28,948 "," R$8,916 "," R$20,032 ",0.02,-, Baixo Endividamento , - , - ," R$80,001 "," R$64,251 "," R$58,844 ", - ,-,"-R$174,012 ",-9%,N/D,9%,5%,5%,-,31/03/2022," R$2,924 "," 3,361 ", Liquidez Moderada 
 Eternit , ON , ETER3 ," R$750,469 ",-,-,Micro Cap, Crescimento , Novo Mercado , Bens industriais , Construção e engenharia , Produtos para construção ,2.90,34.8%,1.60,1.20,0.70,12.15, R$0.64 , R$4.23 ,5.2%,15%," R$605,502 "," R$36,412 "," R$236,724 ","-R$200,312 ",0.06,-0.58, Empresa com Mais Caixa que Dívida ," R$131,544 "," R$31,338 ","-R$192,897 ","-R$92,263 "," R$55,915 "," R$344,238 ",21%," R$3,607 ",1561%,330%,93%,35%,24%,1.97,31/03/2022," R$60,661 "," 16,316 ", Liquidez Alta 
 Lojas Marisa , ON , AMAR3 ," R$740,115 ",-,0.0%,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,-8.60,-11.6%,7.30,0.70,0.20,2.16, R$-   ,-R$0.25 ,0.0%,0%," R$1,093,501 "," R$1,413,102 "," R$121,895 "," R$1,291,207 ",1.29,4.61, Baixo Endividamento ," R$269,538 "," R$180,735 "," R$265,589 "," R$417,904 "," R$394,922 "," R$280,179 ",1%," R$68,232 ",139%,35%,-8%,0%,-2%,2.47,31/03/2022," R$85,472 "," 36,943 ", Liquidez Alta 
 Dexxos Par , ON , DEXP3 ," R$728,749 ",-,-,Micro Cap, Crescimento , Nível 1 , Materiais básicos , Químicos , Petroquímicos ,3.50,28.8%,3.20,1.50,0.40,7.79, R$0.38 , R$2.24 ,4.9%,17%," R$496,657 "," R$397,203 "," R$216,151 "," R$181,052 ",0.80,0.58, Baixo Endividamento ," R$14,194 "," R$116,613 "," R$118,874 "," R$65,215 "," R$68,841 "," R$314,215 ",86%," R$12,981 ",196%,102%,64%,21%,18%,1.41,31/03/2022," R$15,366 "," 8,498 ", Liquidez Alta 
 Dexxos Par , PN , DEXP4 ," R$728,749 ",-,-,Micro Cap, Crescimento , Nível 1 , Materiais básicos , Químicos , Petroquímicos ,3.40,29.3%,3.20,1.40,0.40,7.65, R$0.41 , R$2.24 ,5.3%,18%," R$496,657 "," R$397,203 "," R$216,151 "," R$181,052 ",0.80,0.58, Baixo Endividamento ," R$14,194 "," R$116,613 "," R$118,874 "," R$65,215 "," R$68,841 "," R$314,215 ",86%," R$12,981 ",196%,102%,64%,21%,18%,-,31/03/2022, R$458 , 62 , Liquidez Baixa 
 Biomm , ON , BIOM3 ," R$724,939 ",-,-,Micro Cap," Alerta, Prejuízo ", Bovespa Mais , Saúde , Medicamentos e outros produtos , Medicamentos e outros produtos ,-8.40,-11.9%,-15.80,6.50,6.30,9.86, R$-   ,-R$1.18 ,0.0%,0%," R$111,586 "," R$184,145 "," R$31,369 "," R$152,776 ",1.65,-, Dívida Alta ,"-R$2,652 ","-R$32,235 ","-R$34,926 ","-R$34,934 ","-R$47,994 ","-R$54,025 ",83%,"-R$93,784 ",-8%,64%,-42%,-15%,-22%,0.77,31/12/2021, R$621 , 158 , Liquidez Baixa 
 Trisul , ON , TRIS3 ," R$715,704 ",-,-,Micro Cap, Crescimento , Novo Mercado , Consumo cíclico , Construção civil , Incorporações ,7.60,13.2%,7.00,0.60,1.00,3.93, R$0.22 , R$0.52 ,5.6%,42%," R$1,231,173 "," R$616,200 "," R$315,649 "," R$300,551 ",0.50,1.96, Baixo Endividamento ," R$42,325 "," R$18,777 "," R$61,134 "," R$102,746 "," R$181,712 "," R$153,014 ",29%,"-R$108,493 ",-15%,82%,8%,5%,5%,1.69,31/03/2022," R$38,781 "," 18,450 ", Liquidez Alta 
 Valid , ON , VLID3 ," R$676,214 ",-,-,Micro Cap, Dividendos , Novo Mercado , Bens industriais , Serviços diversos , Serviços diversos ,14.70,6.8%,4.60,0.60,0.30,8.54, R$0.29 , R$0.58 ,3.4%,50%," R$1,144,675 "," R$1,247,316 "," R$392,763 "," R$854,553 ",1.09,2.44, Baixo Endividamento ," R$281,283 "," R$225,343 "," R$206,652 "," R$269,750 "," R$265,719 "," R$331,262 ",3%," R$352,888 ",27%,61%,4%,6%,2%,1.34,31/03/2022," R$14,462 "," 8,495 ", Liquidez Alta 
 Dommo , ON , DMMO3 ," R$662,591 ",-,-,Micro Cap," Alerta, Baixo Crescimento ", Tradicional , Petróleo gás e biocombustíveis , Petróleo gás e biocombustíveis , Exploração refino e distribuição ,7.50,13.3%,4.00,-1.20,2.30,1.30, R$-   , R$0.17 ,0.0%,0%,"-R$547,447 ", R$160 ," R$12,182 ","-R$12,022 ",0.00,-0.07, Patrimônio Líquido Negativo ,"-R$267,748 ","-R$215,258 ","-R$798,308 ","-R$478,578 ","-R$22,719 "," R$163,217 ",-191%,"-R$81,434 ",0%,1%,,76%,25%,1.69,31/12/2021," R$325,099 "," 50,538 ", Liquidez Alta 
 Imc S/A , ON , MEAL3 ," R$622,266 ",-,-,Micro Cap," Alerta, Prejuízo ", Novo Mercado , Consumo cíclico , Hotéis e restaurantes , Restaurante e similares ,-7.70,-12.9%,9.00,0.60,0.30,2.18, R$-   ,-R$0.28 ,0.0%,0%," R$1,126,686 "," R$736,198 "," R$461,280 "," R$274,918 ",0.65,2.76, Baixo Endividamento ," R$37,063 "," R$44,198 "," R$108,533 "," R$102,804 "," R$128,423 "," R$99,619 ",22%," R$125,300 ",154%,187%,-7%,0%,-3%,2.34,31/12/2021," R$14,469 "," 15,297 ", Liquidez Alta 
 Hbr Realty , ON , HBRE3 ," R$608,815 ",-,-,Micro Cap, Crescimento , Novo Mercado , Financeiro , Exploração de imóveis , Exploração de imóveis ,3.80,26.3%,5.50,0.30,5.90,5.90, R$-   , R$1.55 ,0.0%,0%," R$1,888,279 "," R$1,081,127 "," R$43,854 "," R$1,037,273 ",0.57,2.12, Baixo Endividamento , - , - ," R$141,568 "," R$244,499 "," R$325,569 "," R$314,789 ",-," R$197,486 ",300%,91120%,9%,6%,5%,-,31/03/2022," R$1,234 ", 606 , Liquidez Moderada 
 Grazziotin , ON , CGRA3 ," R$561,004 ",-,-,Micro Cap, Crescimento , Tradicional , Consumo cíclico , Comércio , Tecidos vestuário e calçados ,3.20,31.3%,2.30,0.70,0.90,28.49, R$2.34 , R$8.92 ,8.2%,26%," R$747,610 ", R$-   ," R$4,744 ","-R$4,744 ",0.00,-0.15, Empresa com Mais Caixa que Dívida ," R$49,501 "," R$52,777 "," R$61,228 "," R$59,839 "," R$112,509 "," R$232,881 ",36%,"-R$36,029 ",-126%,86%,28%,14%,16%,0.48,31/12/2021," R$1,023 ", 154 , Liquidez Moderada 
